Carga;Bodega;Fecha;Tipo;Tran_nbr;Tienda;Guias;Detalles;Cant_Wms;Procesado_jda;Encontrados
635259;200;2017-12-05 21:27:21.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634731;012;2017-12-05 22:04:55.0;CTL;728108;102;0;1365;7114.000;SI;
635274;012;2017-12-05 22:27:42.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635277;012;2017-12-05 22:51:32.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635275;012;2017-12-05 23:35:59.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635284;200;2017-12-05 23:40:17.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635287;200;2017-12-05 23:40:56.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635288;200;2017-12-05 23:41:39.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635283;200;2017-12-05 23:42:39.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635285;200;2017-12-05 23:43:15.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635281;200;2017-12-05 23:43:22.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635282;200;2017-12-05 23:45:07.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635278;012;2017-12-05 23:57:18.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635294;012;2017-12-06 00:00:10.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635276;012;2017-12-06 00:39:43.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635295;012;2017-12-06 00:41:36.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635301;012;2017-12-06 00:44:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635297;012;2017-12-06 00:45:22.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635302;012;2017-12-06 01:01:41.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635303;012;2017-12-06 01:01:55.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635292;200;2017-12-06 01:12:39.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635291;200;2017-12-06 01:17:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635293;200;2017-12-06 01:18:13.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635280;200;2017-12-06 01:18:24.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635299;200;2017-12-06 01:18:35.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635296;200;2017-12-06 01:18:51.0;CTL;-;-;-;-;-;-;No encontrado en JDA
